transformer_id,n_samples,agreement_rate,disagree_count,latest_student_fault,latest_traditional_fault,latest_severity_score,latest_severity_label,latest_sample_day
9912790103,7,0.0,7,NORMAL,MIXED,8.2,WARNING,2024-02-17 00:00:00
AG69095T431,6,0.0,6,NORMAL,MIXED,8.2,WARNING,2024-02-16 00:00:00
EDP011307,5,0.0,5,NORMAL,MIXED,8.2,WARNING,2023-03-17 00:00:00
GBK604205,10,0.0,10,NORMAL,MIXED,8.2,WARNING,2024-02-26 00:00:00
60492-003,6,0.0,6,STRAY_GASSING,MIXED,8.0,WARNING,2024-01-30 00:00:00
8P8747T2,5,0.0,5,STRAY_GASSING,MIXED,8.0,WARNING,2024-02-17 00:00:00
98900011,9,0.0,9,NORMAL,MIXED,8.0,WARNING,2023-11-12 00:00:00
9912790104,8,0.0,8,NORMAL,MIXED,8.0,WARNING,2024-02-24 00:00:00
508031,2,0.0,2,NORMAL,T3,7.999999999999999,WATCHLIST,2024-04-20 00:00:00
558036,8,0.0,8,NORMAL,MIXED,7.999999999999999,WATCHLIST,2024-01-14 00:00:00
5A1587001,6,0.0,6,NORMAL,MIXED,7.999999999999999,WATCHLIST,2024-02-17 00:00:00
60423,2,0.0,2,NORMAL,MIXED,7.999999999999999,WATCHLIST,2020-05-25 00:00:00
7128901702,3,0.0,3,NORMAL,MIXED,7.999999999999999,WATCHLIST,2024-06-04 00:00:00
5BK014202,11,0.0,11,NORMAL,MIXED,7.8,WATCHLIST,2024-01-22 00:00:00
8P9101T2,6,0.0,6,STRAY_GASSING,MIXED,7.8,WATCHLIST,2024-03-01 00:00:00
8P9104T1,4,0.0,4,STRAY_GASSING,MIXED,7.8,WATCHLIST,2023-07-10 00:00:00
8P9104T2,4,0.0,4,STRAY_GASSING,MIXED,7.8,WATCHLIST,2023-07-10 00:00:00
8R8395T1,5,0.0,5,NORMAL,T1,7.8,WATCHLIST,2024-06-23 00:00:00
8S9483T3,4,0.0,4,STRAY_GASSING,MIXED,7.8,WATCHLIST,2023-06-03 00:00:00
EDP011902,6,0.0,6,NORMAL,MIXED,7.8,WATCHLIST,2024-02-08 00:00:00
103729,8,0.0,8,NORMAL,MIXED,7.6000000000000005,WATCHLIST,2024-02-12 00:00:00
5BK012402,11,0.0,11,STRAY_GASSING,MIXED,7.6,WATCHLIST,2024-03-09 00:00:00
5BK013201,13,0.0,13,NORMAL,MIXED,7.6,WATCHLIST,2023-11-23 00:00:00
8R9911T2,6,0.0,6,STRAY_GASSING,MIXED,7.6,WATCHLIST,2023-03-13 00:00:00
9147504,7,0.0,7,NORMAL,MIXED,7.6,WATCHLIST,2023-05-25 00:00:00
9812810103,8,0.0,8,NORMAL,T1,7.6,WATCHLIST,2024-04-08 00:00:00
AE69040T1-1,12,0.0,12,STRAY_GASSING,MIXED,7.6,WATCHLIST,2023-12-16 00:00:00
AE69040T1-2,12,0.0,12,STRAY_GASSING,MIXED,7.6,WATCHLIST,2023-12-16 00:00:00
AN69001T12,3,0.0,3,NORMAL,T2,7.6,WATCHLIST,2024-03-16 00:00:00
AN69051T12,6,0.0,6,STRAY_GASSING,MIXED,7.6,WATCHLIST,2024-01-25 00:00:00
21784116,10,0.0,10,NORMAL,MIXED,7.4,WATCHLIST,2023-11-27 00:00:00
408527,13,0.0,13,NORMAL,MIXED,7.4,WATCHLIST,2024-02-15 00:00:00
7853302,9,0.0,9,NORMAL,MIXED,7.4,WATCHLIST,2023-11-06 00:00:00
8P8745T2,5,0.0,5,STRAY_GASSING,MIXED,7.4,WATCHLIST,2023-11-19 00:00:00
GBK600001,10,0.0,10,NORMAL,T1,7.4,WATCHLIST,2023-11-27 00:00:00
AG69095T435,7,0.0,7,STRAY_GASSING,MIXED,7.2,WATCHLIST,2024-03-05 00:00:00
566415,6,0.0,6,NORMAL,T1,7.199999999999999,WATCHLIST,2023-10-02 00:00:00
5A0178001,8,0.0,8,NORMAL,MIXED,7.199999999999999,WATCHLIST,2024-04-08 00:00:00
5BA159006,5,0.0,5,NORMAL,MIXED,7.199999999999999,WATCHLIST,2024-06-08 00:00:00
5BA159008,5,0.0,5,NORMAL,MIXED,7.199999999999999,WATCHLIST,2023-02-02 00:00:00
8044721,11,0.0,11,NORMAL,T2,7.199999999999999,WATCHLIST,2024-01-19 00:00:00
AE62590T4,3,0.0,3,NORMAL,T1,7.199999999999999,WATCHLIST,2024-04-29 00:00:00
AG69095T323,7,0.0,7,NORMAL,MIXED,7.199999999999999,WATCHLIST,2023-09-15 00:00:00
AN69001T11,6,0.0,6,NORMAL,T1,7.199999999999999,WATCHLIST,2023-06-16 00:00:00
GBK604901,5,0.0,5,NORMAL,MIXED,7.199999999999999,WATCHLIST,2024-02-02 00:00:00
H67440-06,6,0.0,6,NORMAL,MIXED,7.199999999999999,WATCHLIST,2024-02-04 00:00:00
103725,9,0.0,9,NORMAL,MIXED,7.0,WATCHLIST,2024-04-20 00:00:00
136702,4,0.0,4,STRAY_GASSING,MIXED,7.0,WATCHLIST,2023-06-03 00:00:00
421036,2,0.0,2,NORMAL,MIXED,7.0,WATCHLIST,2022-06-02 00:00:00
56044,6,0.0,6,NORMAL,T3,7.0,WATCHLIST,2024-01-12 00:00:00
573075,5,0.0,5,NORMAL,MIXED,7.0,WATCHLIST,2023-01-15 00:00:00
60476-001,6,0.0,6,NORMAL,MIXED,7.0,WATCHLIST,2023-10-07 00:00:00
8R8396T2,5,0.0,5,THERMAL,T1,7.0,WATCHLIST,2024-04-28 00:00:00
9812811101,8,0.0,8,NORMAL,MIXED,7.0,WATCHLIST,2022-09-12 00:00:00
N407924,8,0.0,8,NORMAL,T1,7.0,WATCHLIST,2024-04-29 00:00:00
N408032,10,0.0,10,NORMAL,T1,7.0,WATCHLIST,2023-11-27 00:00:00
N408034,10,0.0,10,NORMAL,MIXED,7.0,WATCHLIST,2024-06-04 00:00:00
408526,13,0.0,13,NORMAL,MIXED,6.800000000000001,WATCHLIST,2024-02-15 00:00:00
508032,2,0.0,2,NORMAL,MIXED,6.8,WATCHLIST,2024-03-10 00:00:00
52012,6,0.0,6,NORMAL,MIXED,6.8,WATCHLIST,2024-01-16 00:00:00
890900043,4,0.0,4,STRAY_GASSING,MIXED,6.8,WATCHLIST,2023-03-23 00:00:00
9047125,11,0.0,11,STRAY_GASSING,MIXED,6.8,WATCHLIST,2023-11-23 00:00:00
AN69001T21-1,5,0.0,5,NORMAL,T2,6.8,WATCHLIST,2023-09-15 00:00:00
103728,8,0.0,8,NORMAL,MIXED,6.6000000000000005,WATCHLIST,2024-02-12 00:00:00
8T9792T4,6,0.0,6,NORMAL,T2,6.6000000000000005,WATCHLIST,2024-01-21 00:00:00
338031,7,0.0,7,NORMAL,T2,6.6,WATCHLIST,2024-02-27 00:00:00
5BK014302,10,0.0,10,NORMAL,T2,6.6,WATCHLIST,2024-04-19 00:00:00
8T9792T1,6,0.0,6,CELLULOSE,MIXED,6.6,WATCHLIST,2024-03-03 00:00:00
9274730102,9,0.0,9,STRAY_GASSING,MIXED,6.6,WATCHLIST,2024-05-26 00:00:00
8P9099T2,6,0.0,6,STRAY_GASSING,MIXED,6.4,WATCHLIST,2024-02-18 00:00:00
AE69040T2-1,11,0.0,11,STRAY_GASSING,MIXED,6.4,WATCHLIST,2023-12-16 00:00:00
AE69040T2-2,11,0.0,11,STRAY_GASSING,MIXED,6.4,WATCHLIST,2023-12-16 00:00:00
AN69003T3-1,4,0.0,4,STRAY_GASSING,MIXED,6.4,WATCHLIST,2023-04-03 00:00:00
AQ69008T1-1,9,0.0,9,STRAY_GASSING,MIXED,6.4,WATCHLIST,2024-03-23 00:00:00
EDP001401,5,0.0,5,STRAY_GASSING,MIXED,6.4,WATCHLIST,2023-09-22 00:00:00
N407928,8,0.0,8,NORMAL,T1,6.3999999999999995,WATCHLIST,2024-04-29 00:00:00
573076,5,0.0,5,STRAY_GASSING,MIXED,6.2,WATCHLIST,2023-03-04 00:00:00
573078,8,0.0,8,STRAY_GASSING,MIXED,6.2,WATCHLIST,2023-03-19 00:00:00
574414,6,0.0,6,STRAY_GASSING,MIXED,6.2,WATCHLIST,2023-02-02 00:00:00
11155009,10,0.0,10,THERMAL,T1,6.0,WATCHLIST,2023-11-27 00:00:00
52011,6,0.0,6,NORMAL,T1,6.0,WATCHLIST,2024-02-09 00:00:00
AG69095T421,7,0.0,7,NORMAL,T2,6.0,WATCHLIST,2024-01-20 00:00:00
AN69051T23,6,0.0,6,NORMAL,MIXED,6.0,WATCHLIST,2024-02-09 00:00:00
95400,10,0.0,10,NORMAL,T1,5.800000000000001,WATCHLIST,2023-11-24 00:00:00
95768,14,0.0,14,NORMAL,MIXED,5.800000000000001,WATCHLIST,2023-12-16 00:00:00
9912790101,9,0.0,9,NORMAL,T2,5.800000000000001,WATCHLIST,2024-02-12 00:00:00
9912790102,8,0.0,8,NORMAL,MIXED,5.800000000000001,WATCHLIST,2024-02-17 00:00:00
103710,7,0.0,7,NORMAL,MIXED,5.8,WATCHLIST,2023-09-07 00:00:00
52015,6,0.0,6,NORMAL,T1,5.8,WATCHLIST,2024-03-02 00:00:00
52016,5,0.0,5,NORMAL,T1,5.8,WATCHLIST,2024-03-02 00:00:00
556261,7,0.0,7,NORMAL,T1,5.8,WATCHLIST,2024-04-29 00:00:00
5BK012901,10,0.0,10,NORMAL,MIXED,5.8,WATCHLIST,2023-11-24 00:00:00
5F9902T1,3,0.0,3,NORMAL,T2,5.8,WATCHLIST,2024-03-16 00:00:00
7412507701,11,0.0,11,NORMAL,MIXED,5.8,WATCHLIST,2023-11-19 00:00:00
9711290104,11,0.0,11,NORMAL,MIXED,5.8,WATCHLIST,2024-04-17 00:00:00
11135211,10,0.0,10,NORMAL,T1,5.6000000000000005,WATCHLIST,2023-11-27 00:00:00
GBK600005,10,0.0,10,NORMAL,MIXED,5.6000000000000005,WATCHLIST,2023-11-17 00:00:00
52014,6,0.0,6,NORMAL,T1,5.6,WATCHLIST,2024-02-24 00:00:00
AG69095T432,5,0.0,5,STRAY_GASSING,MIXED,5.6,WATCHLIST,2024-04-22 00:00:00
AG69095T436,6,0.0,6,NORMAL,T1,5.6,WATCHLIST,2024-01-29 00:00:00
GBK604203,9,0.0,9,NORMAL,MIXED,5.6,WATCHLIST,2024-02-26 00:00:00
EDP011905,5,0.0,5,NORMAL,MIXED,5.4,WATCHLIST,2024-01-31 00:00:00
408030,8,0.0,8,NORMAL,T1,5.2,WATCHLIST,2024-03-24 00:00:00
5003,5,0.0,5,STRAY_GASSING,MIXED,5.2,WATCHLIST,2024-01-31 00:00:00
AG69095T311,7,0.0,7,STRAY_GASSING,MIXED,5.2,WATCHLIST,2023-08-05 00:00:00
AG69095T332,6,0.0,6,STRAY_GASSING,MIXED,5.2,WATCHLIST,2023-08-05 00:00:00
GBK604902,3,0.0,3,NORMAL,MIXED,5.199999999999999,WATCHLIST,2024-06-22 00:00:00
8P9102T2,5,0.0,5,STRAY_GASSING,MIXED,5.0,WATCHLIST,2023-07-09 00:00:00
04900005,8,0.0,8,NORMAL,MIXED,4.8,WATCHLIST,2024-04-20 00:00:00
04900006,9,0.0,9,NORMAL,MIXED,4.8,WATCHLIST,2024-04-20 00:00:00
05900003,9,0.0,9,NORMAL,T1,4.8,WATCHLIST,2024-04-21 00:00:00
3900063,20,0.0,20,NORMAL,MIXED,4.8,WATCHLIST,2024-04-21 00:00:00
3A430001,2,0.0,2,NORMAL,MIXED,4.8,WATCHLIST,2023-01-22 00:00:00
52009,6,0.0,6,NORMAL,T1,4.8,WATCHLIST,2024-02-24 00:00:00
558022,9,0.0,9,NORMAL,T1,4.8,WATCHLIST,2024-04-19 00:00:00
573084,7,0.0,7,NORMAL,MIXED,4.8,WATCHLIST,2024-04-21 00:00:00
60541-001,5,0.0,5,NORMAL,MIXED,4.8,WATCHLIST,2024-03-30 00:00:00
7212507001,9,0.0,9,NORMAL,MIXED,4.8,WATCHLIST,2024-04-08 00:00:00
8P9090T1,5,0.0,5,NORMAL,T1,4.8,WATCHLIST,2024-03-15 00:00:00
91900019,8,0.0,8,NORMAL,MIXED,4.8,WATCHLIST,2023-11-24 00:00:00
AG69095T312,5,0.0,5,NORMAL,MIXED,4.8,WATCHLIST,2023-11-27 00:00:00
9816102101,11,0.0,11,NORMAL,T1,4.6000000000000005,WATCHLIST,2024-03-03 00:00:00
EDP011908,5,0.0,5,NORMAL,MIXED,4.6000000000000005,WATCHLIST,2024-01-26 00:00:00
573085,6,0.0,6,NORMAL,MIXED,4.6,WATCHLIST,2023-07-28 00:00:00
5A1588001,6,0.0,6,NORMAL,T1,4.6,WATCHLIST,2024-04-21 00:00:00
91900018,8,0.0,8,NORMAL,MIXED,4.6,WATCHLIST,2023-12-16 00:00:00
94429,17,0.0,17,NORMAL,MIXED,4.6,WATCHLIST,2023-11-24 00:00:00
98900015,8,0.0,8,NORMAL,T1,4.6,WATCHLIST,2024-03-10 00:00:00
AG69005T1,11,0.0,11,NORMAL,MIXED,4.6,WATCHLIST,2024-06-11 00:00:00
AX69026T4,11,0.0,11,NORMAL,MIXED,4.6,WATCHLIST,2024-06-21 00:00:00
890900051,3,0.0,3,NORMAL,MIXED,4.4,WATCHLIST,2023-05-21 00:00:00
98900012,11,0.0,11,NORMAL,T1,4.4,WATCHLIST,2023-11-12 00:00:00
AG69095T331,6,0.0,6,STRAY_GASSING,MIXED,4.4,WATCHLIST,2023-09-17 00:00:00
57020,7,0.0,7,NORMAL,T1,4.3999999999999995,WATCHLIST,2024-02-15 00:00:00
8P9103T1,5,0.0,5,NORMAL,MIXED,4.3999999999999995,WATCHLIST,2023-09-23 00:00:00
AN69051T22,6,0.0,6,NORMAL,T1,4.3999999999999995,WATCHLIST,2024-05-21 00:00:00
9711290101,12,0.0,12,NORMAL,MIXED,4.2,WATCHLIST,2024-02-13 00:00:00
EDP011202,5,0.0,5,NORMAL,MIXED,4.2,WATCHLIST,2024-02-04 00:00:00
11155008,10,0.0,10,NORMAL,MIXED,4.0,WATCHLIST,2023-11-27 00:00:00
56038,6,0.0,6,NORMAL,MIXED,4.0,WATCHLIST,2024-02-13 00:00:00
574405,8,0.0,8,STRAY_GASSING,MIXED,4.0,WATCHLIST,2023-11-26 00:00:00
8P9098T2,6,0.0,6,STRAY_GASSING,MIXED,4.0,WATCHLIST,2024-02-15 00:00:00
8P9102T1,6,0.0,6,STRAY_GASSING,MIXED,4.0,WATCHLIST,2023-07-09 00:00:00
A1E69002T3-1,6,0.0,6,NORMAL,T1,4.0,WATCHLIST,2024-03-10 00:00:00
A1Z69040T1-1,11,0.0,11,STRAY_GASSING,MIXED,4.0,WATCHLIST,2024-04-21 00:00:00
N408036,10,0.0,10,NORMAL,MIXED,4.0,WATCHLIST,2023-11-16 00:00:00
T943037,5,0.0,5,STRAY_GASSING,MIXED,4.0,WATCHLIST,2023-08-26 00:00:00
103726,7,0.0,7,NORMAL,MIXED,3.8000000000000003,NORMAL,2023-12-16 00:00:00
21784112,10,0.0,10,NORMAL,T1,3.6,NORMAL,2024-07-07 00:00:00
8329836,7,0.0,7,NORMAL,T1,3.6,NORMAL,2024-05-10 00:00:00
S 251385,10,0.0,10,NORMAL,T1,3.6,NORMAL,2024-01-26 00:00:00
103826,10,0.0,10,NORMAL,MIXED,3.5999999999999996,NORMAL,2023-11-24 00:00:00
3900062,19,0.0,19,NORMAL,T1,3.5999999999999996,NORMAL,2024-04-21 00:00:00
3A431001,5,0.0,5,NORMAL,MIXED,3.5999999999999996,NORMAL,2023-01-22 00:00:00
52013,5,0.0,5,NORMAL,MIXED,3.5999999999999996,NORMAL,2024-02-02 00:00:00
57031,4,0.0,4,NORMAL,MIXED,3.5999999999999996,NORMAL,2023-03-19 00:00:00
5J8645T1,9,0.0,9,NORMAL,T1,3.5999999999999996,NORMAL,2024-01-18 00:00:00
60494002,6,0.0,6,NORMAL,MIXED,3.5999999999999996,NORMAL,2023-07-14 00:00:00
7312504701,9,0.0,9,NORMAL,PD,3.5999999999999996,NORMAL,2023-11-26 00:00:00
8R9911T3,6,0.0,6,NORMAL,MIXED,3.5999999999999996,NORMAL,2023-03-13 00:00:00
AN69003T4-1,6,0.0,6,NORMAL,T1,3.5999999999999996,NORMAL,2024-05-24 00:00:00
56039,7,0.0,7,NORMAL,T3,3.4000000000000004,NORMAL,2024-03-25 00:00:00
8444652,1,0.0,1,NORMAL,MIXED,3.4000000000000004,NORMAL,2024-04-21 00:00:00
103711,12,0.0,12,NORMAL,MIXED,3.4,NORMAL,2024-06-21 00:00:00
5G8588T1,6,0.0,6,NORMAL,MIXED,3.4,NORMAL,2023-11-26 00:00:00
8P9089T1,9,0.0,9,NORMAL,T1,3.4,NORMAL,2024-04-28 00:00:00
05900002,9,0.0,9,NORMAL,MIXED,3.2,NORMAL,2024-04-21 00:00:00
573089,8,0.0,8,STRAY_GASSING,MIXED,3.2,NORMAL,2023-12-15 00:00:00
5BA159011,8,0.0,8,NORMAL,MIXED,3.2,NORMAL,2023-11-27 00:00:00
8P9091T2,6,0.0,6,NORMAL,MIXED,3.2,NORMAL,2024-03-17 00:00:00
AN69051T11,6,0.0,6,STRAY_GASSING,MIXED,3.2,NORMAL,2024-01-25 00:00:00
AX69026T2,7,0.0,7,STRAY_GASSING,MIXED,3.2,NORMAL,2024-04-20 00:00:00
GBK604204,9,0.0,9,NORMAL,MIXED,3.2,NORMAL,2024-02-26 00:00:00
8P9099T1,6,0.0,6,STRAY_GASSING,MIXED,3.0,NORMAL,2024-02-18 00:00:00
4710128,8,0.0,8,NORMAL,MIXED,2.8,NORMAL,2024-02-17 00:00:00
55013,11,0.0,11,NORMAL,MIXED,2.8,NORMAL,2024-03-04 00:00:00
9711291101,10,0.0,10,NORMAL,MIXED,2.6,NORMAL,2024-01-12 00:00:00
552428,11,0.0,11,NORMAL,T2,2.4,NORMAL,2024-06-21 00:00:00
60492-002,6,0.0,6,NORMAL,T1,2.4,NORMAL,2024-02-27 00:00:00
8345590,8,0.0,8,NORMAL,T1,2.4,NORMAL,2023-08-18 00:00:00
9147503,5,0.0,5,NORMAL,MIXED,2.4,NORMAL,2023-05-25 00:00:00
A1Z69040T4-1,10,0.0,10,NORMAL,MIXED,2.4,NORMAL,2024-02-18 00:00:00
GBK604201,7,0.0,7,NORMAL,MIXED,2.4,NORMAL,2024-03-24 00:00:00
T200762,5,0.0,5,NORMAL,MIXED,2.4,NORMAL,2023-06-01 00:00:00
52010,6,0.0,6,NORMAL,MIXED,2.2,NORMAL,2024-03-04 00:00:00
558020,9,0.0,9,NORMAL,T2,2.2,NORMAL,2024-04-19 00:00:00
5899718,2,0.0,2,NORMAL,T2,2.2,NORMAL,2020-01-23 00:00:00
5A0179003,6,0.0,6,NORMAL,T1,2.2,NORMAL,2024-04-09 00:00:00
8P9097T2,7,0.0,7,NORMAL,MIXED,2.2,NORMAL,2024-03-04 00:00:00
91900020,12,0.0,12,NORMAL,MIXED,2.2,NORMAL,2024-02-11 00:00:00
91900021,12,0.0,12,NORMAL,MIXED,2.2,NORMAL,2024-02-11 00:00:00
94169,12,0.0,12,NORMAL,MIXED,2.2,NORMAL,2024-02-19 00:00:00
T933027,5,0.0,5,NORMAL,T1,2.2,NORMAL,2023-09-22 00:00:00
3A429001,4,0.0,4,NORMAL,MIXED,2.0,NORMAL,2021-02-22 00:00:00
5J8777TI,8,0.0,8,STRAY_GASSING,MIXED,2.0,NORMAL,2024-02-15 00:00:00
9711292101,5,0.0,5,NORMAL,MIXED,2.0,NORMAL,2024-01-26 00:00:00
5BK013802,11,0.0,11,NORMAL,MIXED,1.6,NORMAL,2024-03-11 00:00:00
8444653,1,0.0,1,NORMAL,MIXED,1.6,NORMAL,2024-04-21 00:00:00
8444654,1,0.0,1,NORMAL,MIXED,1.6,NORMAL,2024-04-21 00:00:00
01900067,13,0.0,13,NORMAL,MIXED,1.2,NORMAL,2024-04-21 00:00:00
574412,10,0.0,10,NORMAL,MIXED,1.2,NORMAL,2024-04-12 00:00:00
8144950,9,0.0,9,NORMAL,MIXED,1.2,NORMAL,2023-12-15 00:00:00
8P9092T1,5,0.0,5,NORMAL,T1,1.2,NORMAL,2024-02-26 00:00:00
8R8199T1,5,0.0,5,NORMAL,MIXED,1.2,NORMAL,2024-02-04 00:00:00
8R8393T1,5,0.0,5,NORMAL,T1,1.2,NORMAL,2024-04-29 00:00:00
GBK604202,8,0.0,8,NORMAL,MIXED,1.2,NORMAL,2024-03-24 00:00:00
H67440-02,5,0.0,5,NORMAL,T1,1.2,NORMAL,2024-02-04 00:00:00
94170,15,0.0,15,NORMAL,MIXED,1.0,NORMAL,2024-02-19 00:00:00
11155010,10,0.0,10,NORMAL,T2,0.8,NORMAL,2023-11-27 00:00:00
573090,5,0.0,5,NORMAL,T2,0.8,NORMAL,2023-07-28 00:00:00
88900015,10,0.0,10,NORMAL,T2,0.8,NORMAL,2023-11-24 00:00:00
8T9792T2,6,0.0,6,NORMAL,T2,0.8,NORMAL,2024-03-03 00:00:00
136698,1,0.0,1,NORMAL,MIXED,0.0,NORMAL,2021-12-04 00:00:00
1G9579T1,1,0.0,1,NORMAL,T2,0.0,NORMAL,2023-04-28 00:00:00
5BA159009,9,0.0,9,NORMAL,MIXED,0.0,NORMAL,2024-02-02 00:00:00
5F9907T1,1,0.0,1,NORMAL,MIXED,0.0,NORMAL,2019-01-11 00:00:00
60547-001,5,0.0,5,NORMAL,T1,0.0,NORMAL,2024-01-30 00:00:00
7128901601,1,0.0,1,NORMAL,MIXED,0.0,NORMAL,2024-03-08 00:00:00
88900014,9,0.0,9,NORMAL,T1,0.0,NORMAL,2023-11-24 00:00:00
8R9911T6,6,0.0,6,NORMAL,MIXED,0.0,NORMAL,2024-02-17 00:00:00
8R9911T7,6,0.0,6,NORMAL,T1,0.0,NORMAL,2024-01-25 00:00:00
8T9669T4,6,0.0,6,NORMAL,T2,0.0,NORMAL,2024-01-26 00:00:00
9374760101,11,0.0,11,NORMAL,MIXED,0.0,NORMAL,2024-03-09 00:00:00
xxxx1,1,0.0,1,NORMAL,D1,0.0,NORMAL,2024-02-22 00:00:00
xxxx2,1,0.0,1,NORMAL,D1,0.0,NORMAL,2024-02-22 00:00:00
xxxx3,1,0.0,1,NORMAL,MIXED,0.0,NORMAL,2024-03-31 00:00:00
xxxx4,1,0.0,1,NORMAL,MIXED,0.0,NORMAL,2024-03-31 00:00:00
xxxx5,1,0.0,1,NORMAL,MIXED,0.0,NORMAL,2024-04-01 00:00:00
504006,21,0.047619047619047616,20,THERMAL,MIXED,14.8,CRITICAL,2024-04-10 00:00:00
94440,17,0.058823529411764705,16,NORMAL,MIXED,2.8,NORMAL,2023-11-24 00:00:00
60539-003,15,0.06666666666666667,14,NORMAL,MIXED,3.5999999999999996,NORMAL,2024-02-16 00:00:00
9374750103,13,0.07692307692307693,12,NORMAL,MIXED,4.6,WATCHLIST,2024-04-21 00:00:00
01900069,13,0.07692307692307693,12,NORMAL,T2,3.2,NORMAL,2024-04-21 00:00:00
3900061,24,0.08333333333333333,22,THERMAL,THERMAL_OIL,19.0,CRITICAL,2024-04-21 00:00:00
217914-01,12,0.08333333333333333,11,NORMAL,MIXED,9.0,WARNING,2024-06-11 00:00:00
5BK013001,12,0.08333333333333333,11,NORMAL,MIXED,7.199999999999999,WATCHLIST,2023-11-23 00:00:00
GBK600002,11,0.09090909090909091,10,CELLULOSE,MIXED,16.2,CRITICAL,2023-11-12 00:00:00
A1Z69040T1-2,11,0.09090909090909091,10,NORMAL,MIXED,5.199999999999999,WATCHLIST,2024-03-04 00:00:00
9711290102,10,0.1,9,CELLULOSE,MIXED,13.2,CRITICAL,2024-01-20 00:00:00
573077,10,0.1,9,THERMAL,T1,13.0,CRITICAL,2024-03-24 00:00:00
88900016,10,0.1,9,NORMAL,T1,3.5999999999999996,NORMAL,2023-11-24 00:00:00
8329835,10,0.1,9,NORMAL,MIXED,2.0,NORMAL,2024-05-10 00:00:00
338028,9,0.1111111111111111,8,NORMAL,MIXED,10.6,WARNING,2024-01-13 00:00:00
05900001,9,0.1111111111111111,8,CELLULOSE,MIXED,8.6,WARNING,2024-04-21 00:00:00
04900004,9,0.1111111111111111,8,NORMAL,T1,8.4,WARNING,2024-04-20 00:00:00
A1Z69040T4-2,9,0.1111111111111111,8,NORMAL,MIXED,4.8,WATCHLIST,2023-11-24 00:00:00
8R8408T2,9,0.1111111111111111,8,NORMAL,T1,4.6,WATCHLIST,2024-04-03 00:00:00
91900006,8,0.125,7,NORMAL,MIXED,7.199999999999999,WATCHLIST,2023-11-23 00:00:00
4710127,8,0.125,7,NORMAL,MIXED,6.4,WATCHLIST,2024-02-17 00:00:00
AN69001T22,7,0.14285714285714285,6,NORMAL,T2,7.199999999999999,WATCHLIST,2023-07-23 00:00:00
5A1592001,6,0.16666666666666666,5,CELLULOSE,MIXED,15.399999999999999,CRITICAL,2023-10-22 00:00:00
55005,12,0.16666666666666666,10,NORMAL,MIXED,8.2,WARNING,2023-11-27 00:00:00
5G8292T1,6,0.16666666666666666,5,NORMAL,MIXED,7.199999999999999,WATCHLIST,2023-11-27 00:00:00
GBK604903,6,0.16666666666666666,5,NORMAL,MIXED,1.2,NORMAL,2024-06-22 00:00:00
607025,6,0.16666666666666666,5,NORMAL,NORMAL,0.0,NORMAL,2023-05-10 00:00:00
92199,11,0.18181818181818182,9,THERMAL,T3,18.0,CRITICAL,2024-04-28 00:00:00
573069,5,0.2,4,THERMAL,T1,24.0,CRITICAL,2024-05-11 00:00:00
8P9086T1,5,0.2,4,NORMAL,T1,8.2,WARNING,2024-04-03 00:00:00
01900068,10,0.2,8,NORMAL,MIXED,3.5999999999999996,NORMAL,2024-04-21 00:00:00
608021,5,0.2,4,NORMAL,PD,0.0,NORMAL,2023-05-06 00:00:00
8144902,8,0.25,6,NORMAL,MIXED,9.0,WARNING,2024-05-10 00:00:00
608022,4,0.25,3,NORMAL,PD,0.0,NORMAL,2023-05-10 00:00:00
9711290105,8,0.25,6,NORMAL,NORMAL,0.0,NORMAL,2024-05-25 00:00:00
AG69095T131,11,0.36363636363636365,7,NORMAL,MIXED,8.2,WARNING,2024-03-09 00:00:00
A01644T1,2,0.5,1,NORMAL,MIXED,4.8,WATCHLIST,2021-05-03 00:00:00
